CODPAR,PROVINCIA,CANTON,PARROQUIA,tipo_infraestructura
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
1965,ORELLANA,JOYA DE LOS SACHAS,UNION MILAGREÑA,Sitio Contaminado
1965,ORELLANA,JOYA DE LOS SACHAS,UNION MILAGREÑA,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0490,ORELLANA,JOYA DE LOS SACHAS,ENOKANQUI,Sitio Contaminado
0490,ORELLANA,JOYA DE LOS SACHAS,ENOKANQUI,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0490,ORELLANA,JOYA DE LOS SACHAS,ENOKANQUI,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0490,ORELLANA,JOYA DE LOS SACHAS,ENOKANQUI,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
0415,ORELLANA,JOYA DE LOS SACHAS,SAN CARLOS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
6200,ORELLANA,JOYA DE LOS SACHAS,LA JOYA DE LOS SACHAS,Sitio Contaminado
0490,ORELLANA,JOYA DE LOS SACHAS,ENOKANQUI,Sitio Contaminado
0490,ORELLANA,JOYA DE LOS SACHAS,ENOKANQUI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
6140,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI CENTRAL,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
4745,SUCUMBIOS,PUTUMAYO,SANSAHUARI,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
1290,SUCUMBIOS,LAGO AGRIO,PACAYACU,Sitio Contaminado
