cluster_kmeans,pct_poblacion_afro,establecimientos_por_10k_hab,densidad_petroleo_km2,centroide_lat,centroide_lon
0,1.1097922077922078,5.936857142857143,0.012522857142857143,-0.7269424478484384,-78.68479287665981
1,1.6600000000000001,1.282,2.4956400000000003,-0.47850832074465943,-77.47235013957909
2,0.3170588235294117,11.66152249134948,9.688581314878894e-05,-3.264093254469433,-79.54101774129393
3,46.01866666666667,16.133,0.0,0.9089578064647251,-78.6881018771903
