codigo_dpa,nombre_provincia,nombre_canton,nombre_parroquia,centroide_lon,centroide_lat,area_km2,poblacion_total,poblacion_afro,pct_poblacion_afro,num_establecimientos,densidad_establecimientos_km2,establecimientos_por_10k_hab,num_infraestructura_petrolera,num_pozos,num_sitios_contaminados,tiene_petroleo,densidad_petroleo_km2
4585,LOS RIOS,VENTANAS,LOS ANGELES,-79.37650243563586,-1.4177336945880783,53.05,2733.0,7.0,0.26,1,0.0189,3.66,0,0,0,0,0.0
140,LOS RIOS,VINCES,ANTONIO SOTOMAYOR,-79.79350947578492,-1.6609318132313289,138.41,17382.0,23.0,0.13,5,0.0361,2.88,0,0,0,0,0.0
150,LOS RIOS,BUENA FE,PATRICIA PILAR,-79.41475767280856,-0.5965192578827242,166.21,14851.0,419.0,2.82,2,0.012,1.35,0,0,0,0,0.0
10,MANABI,PORTOVIEJO,ABDON CALDERON,-80.32475250354902,-1.0466579834796197,120.87,16848.0,49.0,0.29,5,0.0414,2.97,0,0,0,0,0.0
50,MANABI,PORTOVIEJO,ALHAJUELA / BAJO GRANDE,-80.27604438749597,-1.060636294745379,31.08,4714.0,9.0,0.19,0,0.0,0.0,0,0,0,0,0.0
770,MANABI,PORTOVIEJO,CRUCITA,-80.53405602910274,-0.8872534368975895,61.93,16997.0,69.0,0.41,3,0.0484,1.77,0,0,0,0,0.0
2970,MANABI,PORTOVIEJO,PUEBLO NUEVO,-80.30564856945746,-0.9782638709660936,36.98,4181.0,27.0,0.65,1,0.027,2.39,0,0,0,0,0.0
3185,MANABI,PORTOVIEJO,RIO CHICO,-80.39266726001227,-0.9879480908266094,90.95,,,,0,0.0,,0,0,0,0,0.0
3625,MANABI,PORTOVIEJO,SAN PLACIDO,-80.13355022924745,-1.0547741625619256,139.08,8180.0,30.0,0.37,6,0.0431,7.33,0,0,0,0,0.0
1925,MANABI,PORTOVIEJO,CHIRIJOS,-80.18808094884791,-1.0211239616811103,60.7,2717.0,7.0,0.26,3,0.0494,11.04,0,0,0,0,0.0
240,MANABI,BOLIVAR,MEMBRILLO,-79.94525300242806,-0.8701511172045995,121.53,3573.0,5.0,0.14,2,0.0165,5.6,0,0,0,0,0.0
3110,MANABI,BOLIVAR,QUIROGA,-80.07762043101118,-0.9500190505378014,97.66,3552.0,3.0,0.08,1,0.0102,2.82,0,0,0,0,0.0
380,MANABI,CHONE,BOYACA,-80.16656214318368,-0.5463708840986784,234.79,4447.0,19.0,0.43,2,0.0085,4.5,0,0,0,0,0.0
495,MANABI,CHONE,CANUTO,-80.05652048292858,-0.8003142025551886,206.37,11134.0,33.0,0.3,4,0.0194,3.59,0,0,0,0,0.0
640,MANABI,CHONE,CONVENTO,-79.99935649678952,-0.2403979393900217,299.09,6369.0,25.0,0.39,4,0.0134,6.28,0,0,0,0,0.0
405,MANABI,CHONE,CHIBUNGA,-79.74667180771468,-0.0546158647072496,569.05,6083.0,72.0,1.18,4,0.007,6.58,0,0,0,0,0.0
1160,MANABI,CHONE,ELOY ALFARO,-80.08012022543181,-0.4043135568204333,335.72,6566.0,7.0,0.11,5,0.0149,7.61,0,0,0,0,0.0
3170,MANABI,CHONE,RICAURTE,-79.95109703896937,-0.5556562327940543,398.8,7838.0,41.0,0.52,4,0.01,5.1,1,1,0,1,0.0025
3350,MANABI,CHONE,SAN ANTONIO / DEL PELUDO,-80.19540778504073,-0.6630816244276927,212.27,9482.0,22.0,0.23,3,0.0141,3.16,0,0,0,0,0.0
1070,MANABI,EL CARMEN,WILFRIDO LOOR MOREIRA,-79.64738696822258,-0.3307214097608106,290.36,3911.0,27.0,0.69,2,0.0069,5.11,0,0,0,0,0.0
1980,MANABI,EL CARMEN,SAN PEDRO DE SUMA,-79.56423563597038,-0.1667317241671517,188.97,7252.0,57.0,0.79,3,0.0159,4.14,0,0,0,0,0.0
3632,MANABI,EL CARMEN,SANTA MARIA,-79.62061130575029,-0.7273260389667997,339.11,13668.0,49.0,0.36,0,0.0,0.0,0,0,0,0,0.0
3635,MANABI,EL CARMEN,EL PARAISO / LA 14,-79.50367375561957,-0.5413479695902345,167.33,11964.0,62.0,0.52,0,0.0,0.0,0,0,0,0,0.0
1600,MANABI,FLAVIO ALFARO,NOVILLO,-79.80723839683604,-0.1809918193165756,259.75,,,,0,0.0,,0,0,0,0,0.0
1620,MANABI,FLAVIO ALFARO,ZAPALLO,-79.98132279495458,-0.454783957569756,100.39,3531.0,3.0,0.08,1,0.01,2.83,0,0,0,0,0.0
105,MANABI,JIPIJAPA,AMERICA / LA CERA,-80.51725659833735,-1.4286272259686803,90.13,3418.0,8.0,0.23,3,0.0333,8.78,0,0,0,0,0.0
1115,MANABI,JIPIJAPA,EL ANEGADO,-80.52835109086341,-1.500281416198033,116.7,7020.0,20.0,0.28,4,0.0343,5.7,0,0,0,0,0.0
1880,MANABI,JIPIJAPA,JULCUY,-80.64017447826953,-1.5003947504190298,298.87,1816.0,4.0,0.22,2,0.0067,11.01,0,0,0,0,0.0
560,MANABI,JIPIJAPA,LA UNION,-80.45139454178798,-1.4367001677770164,47.6,1747.0,8.0,0.46,3,0.063,17.17,0,0,0,0,0.0
4490,MANABI,JIPIJAPA,MEMBRILLAL,-80.67086456208033,-1.231213366428609,81.6,955.0,2.0,0.21,1,0.0123,10.47,0,0,0,0,0.0
2810,MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,-80.57774765654555,-1.6632467730234506,272.83,4067.0,16.0,0.39,4,0.0147,9.84,0,0,0,0,0.0
2990,MANABI,JIPIJAPA,PUERTO CAYO,-80.71474452344864,-1.3141590483526304,182.89,4455.0,16.0,0.36,2,0.0109,4.49,0,0,0,0,0.0
3550,MANABI,MANTA,SAN LORENZO,-80.82902801812027,-1.0603712046973064,162.04,5444.0,55.0,1.01,7,0.0432,12.86,0,0,0,0,0.0
1800,MANABI,MANTA,SANTA MARIANITA,-80.84634390110536,-1.0139628093606008,37.83,3830.0,50.0,1.31,2,0.0529,5.22,1,1,0,1,0.0264
1545,MANABI,MONTECRISTI,LA PILA,-80.58512293506486,-1.1353439622566368,106.45,3079.0,3.0,0.1,1,0.0094,3.25,0,0,0,0,0.0
460,MANABI,PAJAN,CAMPOZANO,-80.37592113418064,-1.625545604006332,239.28,8736.0,18.0,0.21,8,0.0334,9.16,0,0,0,0,0.0
540,MANABI,PAJAN,CASCOL,-80.4731124051264,-1.7763778396255374,464.89,8764.0,4.0,0.05,2,0.0043,2.28,0,0,0,0,0.0
1395,MANABI,PAJAN,GUALE / STO. DOMINGO,-80.2725885779418,-1.6429116614332795,112.58,4727.0,11.0,0.23,2,0.0178,4.23,0,0,0,0,0.0
2090,MANABI,PAJAN,LASCANO,-80.25063404068582,-1.519494483052994,140.76,5340.0,5.0,0.09,1,0.0071,1.87,0,0,0,0,0.0
1065,MANABI,PICHINCHA,BARRAGANETE,-79.79331228860156,-0.7474233509038914,427.69,8300.0,16.0,0.19,4,0.0094,4.82,0,0,0,0,0.0
1060,MANABI,PICHINCHA,SAN SEBASTIAN,-79.97431235716373,-1.0781272297318294,146.08,4787.0,7.0,0.15,2,0.0137,4.18,0,0,0,0,0.0
220,MANABI,SANTA ANA,AYACUCHO,-80.27691267399521,-1.1480210861020197,104.48,7934.0,19.0,0.24,3,0.0287,3.78,0,0,0,0,0.0
1610,MANABI,SANTA ANA,HONORATO VASQUEZ,-80.13878531804842,-1.1093569916728452,160.81,5813.0,11.0,0.19,3,0.0187,5.16,0,0,0,0,0.0
2135,MANABI,SANTA ANA,LA UNION,-80.17618766059431,-1.2221643456059257,240.0,7200.0,50.0,0.69,3,0.0125,4.17,0,0,0,0,0.0
1105,MANABI,SANTA ANA,SAN PABLO,-80.0555542845012,-1.2101333355887556,220.77,6009.0,9.0,0.15,2,0.0091,3.33,0,0,0,0,0.0
840,MANABI,SUCRE,CHARAPOTO,-80.44570817580897,-0.7782705433370218,248.32,23361.0,119.0,0.51,6,0.0242,2.57,0,0,0,0,0.0
3445,MANABI,SUCRE,SAN ISIDRO,-80.2039972767647,-0.3653792247740373,276.16,12196.0,40.0,0.33,2,0.0072,1.64,0,0,0,0,0.0
265,MANABI,TOSAGUA,BACHILLERO,-80.19608640904829,-0.7587663739957915,58.21,4438.0,15.0,0.34,2,0.0344,4.51,0,0,0,0,0.0
2030,MANABI,TOSAGUA,ANGEL PEDRO GILER,-80.24906305451191,-0.8377631094515653,75.04,7106.0,17.0,0.24,1,0.0133,1.41,1,1,0,1,0.0133
330,MANABI,24 DE MAYO,BELLAVISTA,-80.31754404769156,-1.3704682560404615,117.73,5693.0,13.0,0.23,4,0.034,7.03,0,0,0,0,0.0
2555,MANABI,24 DE MAYO,NOBOA,-80.38719340837666,-1.4473230939039905,150.91,7063.0,23.0,0.33,3,0.0199,4.25,0,0,0,0,0.0
1570,MANABI,24 DE MAYO,ARQ. SIXTO DURAN BALLEN,-80.3124741968144,-1.4756968504052452,74.73,,,,3,0.0401,,0,0,0,0,0.0
580,MANABI,PEDERNALES,COJIMIES,-79.86418920696626,0.2229827698930224,871.37,18664.0,271.0,1.45,4,0.0046,2.14,0,0,0,0,0.0
1030,MANABI,PEDERNALES,10 DE AGOSTO,-80.05100126689703,-0.1337117748009767,231.32,,,,1,0.0043,,0,0,0,0,0.0
785,MANABI,PEDERNALES,ATAHUALPA,-79.96100718375736,-0.0377975342080327,170.2,2555.0,1.0,0.04,1,0.0059,3.91,0,0,0,0,0.0
2305,MANABI,PUERTO LOPEZ,MACHALILLA,-80.73930190245719,-1.4674376074759958,137.19,6303.0,15.0,0.24,1,0.0073,1.59,0,0,0,0,0.0
1920,MANABI,PUERTO LOPEZ,SALANGO,-80.80253535372097,-1.6372019874156742,87.09,5838.0,14.0,0.24,3,0.0344,5.14,0,0,0,0,0.0
470,MANABI,SAN VICENTE,CANOA,-80.38433619313892,-0.409559263589448,395.92,8117.0,39.0,0.48,4,0.0101,4.93,0,0,0,0,0.0
65,MORONA SANTIAGO,MORONA,ALSHI / 9 DE OCTUBRE,-78.26241938601807,-2.2215474798164077,269.28,399.0,0.0,0.0,1,0.0037,25.06,0,0,0,0,0.0
1345,MORONA SANTIAGO,MORONA,GRAL. PROAÑO,-78.13902535240436,-2.2533553657529315,73.33,,,,0,0.0,,0,0,0,0,0.0
3440,MORONA SANTIAGO,MORONA,SAN ISIDRO,-78.15089076176542,-2.1821458883721765,129.12,1221.0,4.0,0.33,1,0.0077,8.19,0,0,0,0,0.0
3830,MORONA SANTIAGO,MORONA,SEVILLA DON BOSCO,-77.88193304054826,-2.4738322632499843,2246.35,18647.0,21.0,0.11,8,0.0036,4.29,0,0,0,0,0.0
4485,MORONA SANTIAGO,MORONA,SINAI,-78.18375222326583,-2.0736056153299125,405.36,1034.0,1.0,0.1,1,0.0025,9.67,0,0,0,0,0.0
4360,MORONA SANTIAGO,MORONA,ZUNAC,-78.4033941935045,-2.195055410618418,624.98,,,,0,0.0,,0,0,0,0,0.0
1250,MORONA SANTIAGO,MORONA,CUCHAENTZA,-77.84821590350066,-2.1587913193421655,345.13,2813.0,4.0,0.14,2,0.0058,7.11,0,0,0,0,0.0
1730,MORONA SANTIAGO,MORONA,RIO BLANCO,-78.33299113796916,-2.339669721695467,225.07,3048.0,11.0,0.36,1,0.0044,3.28,0,0,0,0,0.0
90,MORONA SANTIAGO,GUALAQUIZA,AMAZONAS,-78.79207774329032,-3.430661936977308,286.35,165.0,0.0,0.0,1,0.0035,60.61,0,0,0,0,0.0
340,MORONA SANTIAGO,GUALAQUIZA,BERMEJOS,-78.74305046789853,-3.263131714607048,104.26,209.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
350,MORONA SANTIAGO,GUALAQUIZA,BOMBOIZA,-78.52788844177647,-3.466576418048672,682.54,6557.0,5.0,0.08,4,0.0059,6.1,0,0,0,0,0.0
880,MORONA SANTIAGO,GUALAQUIZA,CHIGUINDA,-78.70952832675695,-3.187551025088694,161.48,551.0,1.0,0.18,1,0.0062,18.15,0,0,0,0,0.0
3225,MORONA SANTIAGO,GUALAQUIZA,ROSARIO,-78.65007665830771,-3.2404745843738914,134.85,570.0,0.0,0.0,3,0.0222,52.63,0,0,0,0,0.0
2565,MORONA SANTIAGO,GUALAQUIZA,NUEVA TARQUI,-78.69701375389717,-3.4407743844465384,54.77,663.0,0.0,0.0,1,0.0183,15.08,0,0,0,0,0.0
3580,MORONA SANTIAGO,GUALAQUIZA,SAN MIGUEL DE CUYES,-78.85628339230975,-3.3182049258395176,271.05,125.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
1910,MORONA SANTIAGO,GUALAQUIZA,EL IDEAL,-78.67124282034152,-3.380467257291037,98.92,729.0,0.0,0.0,1,0.0101,13.72,0,0,0,0,0.0
1720,MORONA SANTIAGO,LIMON INDANZA,INDANZA,-78.47717771558256,-3.0541397630024263,69.92,1091.0,0.0,0.0,2,0.0286,18.33,0,0,0,0,0.0
3320,MORONA SANTIAGO,LIMON INDANZA,SAN ANTONIO,-78.24497570427671,-3.1256252941460714,802.06,1468.0,0.0,0.0,4,0.005,27.25,0,0,0,0,0.0
3250,MORONA SANTIAGO,LIMON INDANZA,SAN MIGUEL DE CONCHAY,-78.40173138540531,-3.1334660234628897,129.28,1468.0,0.0,0.0,4,0.0309,27.25,0,0,0,0,0.0
3760,MORONA SANTIAGO,LIMON INDANZA,SANTA SUSANA DE CHIVIAZA,-78.30126418018237,-2.918343195347726,284.8,818.0,1.0,0.12,0,0.0,0.0,0,0,0,0,0.0
4305,MORONA SANTIAGO,LIMON INDANZA,YUNGANZA 7 EL ROSARIO,-78.47766253515584,-2.8871237723149985,257.34,1126.0,3.0,0.27,2,0.0078,17.76,0,0,0,0,0.0
155,MORONA SANTIAGO,PALORA,ARAPICOS,-78.03362606968778,-1.832798621128526,213.73,974.0,5.0,0.51,1,0.0047,10.27,0,0,0,0,0.0
715,MORONA SANTIAGO,PALORA,CUMANDA,-78.19511769151813,-1.5924647473607556,822.21,315.0,2.0,0.63,1,0.0012,31.75,0,0,0,0,0.0
3420,MORONA SANTIAGO,PALORA,SANGAY,-78.04726584560585,-1.7584591457468108,202.21,2515.0,1.0,0.04,4,0.0198,15.9,0,0,0,0,0.0
1685,MORONA SANTIAGO,PALORA,16 DE AGOSTO,-77.89218011496162,-1.775337577078676,92.32,1361.0,1.0,0.07,2,0.0217,14.7,0,0,0,0,0.0
645,MORONA SANTIAGO,SANTIAGO,COPAL,-78.49128353458175,-2.7567689702797415,443.36,443.0,0.0,0.0,1,0.0023,22.57,0,0,0,0,0.0
970,MORONA SANTIAGO,SANTIAGO,CHUPIANZA,-78.38675324262827,-2.779057661964636,100.99,663.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
2795,MORONA SANTIAGO,SANTIAGO,PATUCA,-78.21204753929477,-2.841662045732088,256.86,1924.0,9.0,0.47,3,0.0117,15.59,0,0,0,0,0.0
3565,MORONA SANTIAGO,SANTIAGO,SAN LUIS DEL ACHO,-78.32559571347136,-2.7916796524641367,57.36,1157.0,2.0,0.17,4,0.0697,34.57,0,0,0,0,0.0
4115,MORONA SANTIAGO,SANTIAGO,TAYUZA,-78.27566864579306,-2.6588818635869846,94.73,1606.0,3.0,0.19,2,0.0211,12.45,0,0,0,0,0.0
1365,MORONA SANTIAGO,SANTIAGO,SAN FCO. DE CHINIMBIMI,-78.19748497907574,-2.709561667547414,127.05,1157.0,2.0,0.17,4,0.0315,34.57,0,0,0,0,0.0
180,MORONA SANTIAGO,SUCUA,ASUNCION,-78.30990865553673,-2.525608827459695,196.04,2419.0,2.0,0.08,0,0.0,0.0,0,0,0,0,0.0
1635,MORONA SANTIAGO,SUCUA,HUAMBI,-78.10017287634435,-2.5611759145981616,223.01,3398.0,5.0,0.15,3,0.0135,8.83,0,0,0,0,0.0
1140,MORONA SANTIAGO,SUCUA,SANTA MARIANITA DE JESUS,-78.19739393232419,-2.395619313927763,58.32,1378.0,1.0,0.07,2,0.0343,14.51,0,0,0,0,0.0
875,MORONA SANTIAGO,HUAMBOYA,CHIGUAZA,-77.97082374955299,-2.0103978008982897,471.81,6747.0,9.0,0.13,5,0.0106,7.41,0,0,0,0,0.0
2750,MORONA SANTIAGO,SAN JUAN BOSCO,PAN DE AZUCAR,-78.57940613846212,-3.076540332418603,150.04,218.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
3920,MORONA SANTIAGO,SAN JUAN BOSCO,SAN CARLOS DE LIMON,-78.29297379442198,-3.3109353984953747,679.42,911.0,0.0,0.0,2,0.0029,21.95,0,0,0,0,0.0
710,MORONA SANTIAGO,SAN JUAN BOSCO,SAN JACINTO DE WAKAMBEIS,-78.49303316925123,-3.283932811321465,44.49,911.0,0.0,0.0,2,0.045,21.95,0,0,0,0,0.0
1785,MORONA SANTIAGO,SAN JUAN BOSCO,SANTIAGO DE PANANZA,-78.48016552544274,-3.201371181284123,87.58,477.0,1.0,0.21,1,0.0114,20.96,0,0,0,0,0.0
595,MORONA SANTIAGO,TAISHA,HUASAGA /WAMPUIK,-77.04304298595196,-2.5250083318723715,1252.86,2069.0,1.0,0.05,2,0.0016,9.67,0,0,0,0,0.0
2285,MORONA SANTIAGO,TAISHA,MACUMA,-77.64686910610993,-2.1984290762158705,1268.69,7360.0,13.0,0.18,3,0.0024,4.08,1,1,0,1,0.0008
1205,MORONA SANTIAGO,TAISHA,TUTINENTZA,-77.51030585323832,-2.6908318375660527,959.0,,,,0,0.0,,0,0,0,0,0.0
4575,MORONA SANTIAGO,TAISHA,PUMPUENTSA,-77.27535539059203,-2.608606772137594,1328.66,4225.0,3.0,0.07,5,0.0038,11.83,0,0,0,0,0.0
4300,MORONA SANTIAGO,LOGROÑO,YAUPI,-78.0081666456064,-2.810579810592218,858.79,2206.0,3.0,0.14,2,0.0023,9.07,0,0,0,0,0.0
525,MORONA SANTIAGO,LOGROÑO,SHIMPIS,-78.11716084058257,-2.6656414436635525,265.01,2674.0,2.0,0.07,1,0.0038,3.74,0,0,0,0,0.0
1295,MORONA SANTIAGO,TIWINTZA,SAN JOSE DE MORONA,-77.74511921942405,-2.888999517969687,532.39,3774.0,6.0,0.16,3,0.0056,7.95,0,0,0,0,0.0
475,PASTAZA,PASTAZA,CANELOS,-77.72031967717778,-1.5755939301608135,453.45,,,,2,0.0044,,0,0,0,0,0.0
1025,PASTAZA,PASTAZA,10 DE AGOSTO,-77.87548973633513,-1.438833197306454,94.63,,,,0,0.0,,0,0,0,0,0.0
1260,PASTAZA,PASTAZA,FATIMA,-77.97512457076569,-1.4151675122991043,71.08,,,,1,0.0141,,0,0,0,0,0.0
2450,PASTAZA,PASTAZA,MONTALVO / ANDOAS,-76.9120095241496,-1.9313522532682708,7949.04,,,,6,0.0008,,9,9,0,1,0.0011
3055,PASTAZA,PASTAZA,POMONA,-77.89216143946693,-1.6455844486593756,55.18,,,,1,0.0181,,0,0,0,0,0.0
3180,PASTAZA,PASTAZA,RIO CORRIENTES,-76.56669723734481,-2.338512421554902,1098.26,,,,2,0.0018,,0,0,0,0,0.0
3195,PASTAZA,PASTAZA,RIO TIGRE,-76.24771786163917,-1.9069708859163828,5643.07,,,,2,0.0004,,9,9,0,1,0.0016
3785,PASTAZA,PASTAZA,ZARAYACU,-77.43411702580899,-1.8043160476315936,2855.78,,,,0,0.0,,2,2,0,1,0.0007
4510,PASTAZA,PASTAZA,SIMON BOLIVAR,-77.6886647014421,-1.896845249540997,1026.51,,,,9,0.0088,,1,1,0,1,0.001
3985,PASTAZA,PASTAZA,TARQUI,-77.96572464316644,-1.5684570450326378,93.05,,,,1,0.0107,,0,0,0,0,0.0
4005,PASTAZA,PASTAZA,TNTE. HUGO ORTIZ,-77.93633756180486,-1.3626876715353298,104.86,,,,0,0.0,,0,0,0,0,0.0
4205,PASTAZA,PASTAZA,VERACRUZ,-77.88781350420199,-1.529937582943319,170.03,,,,3,0.0176,,0,0,0,0,0.0
1275,PASTAZA,PASTAZA,EL TRIUNFO,-77.76952933701186,-1.4314846066044449,237.28,,,,2,0.0084,,5,3,2,1,0.0211
2310,PASTAZA,MERA,MADRE TIERRA,-78.00567835314756,-1.6056643087132256,136.56,3684.0,71.0,1.93,5,0.0366,13.57,0,0,0,0,0.0
3840,PASTAZA,MERA,SHELL,-78.0666092891551,-1.489579125160721,24.26,9494.0,41.0,0.43,3,0.1237,3.16,0,0,0,0,0.0
2100,PASTAZA,SANTA CLARA,SAN JOSE,-77.88158889682967,-1.3351382822901037,69.16,879.0,2.0,0.23,1,0.0145,11.38,0,0,0,0,0.0
735,PASTAZA,ARAJUNO,CURARAY,-76.69441493241048,-1.3533783218362152,8220.17,3863.0,1.0,0.03,3,0.0004,7.77,0,0,0,0,0.0
95,TUNGURAHUA,AMBATO,AMBATILLO,-78.66176791898178,-1.220125119349095,12.79,5281.0,0.0,0.0,1,0.0782,1.89,0,0,0,0,0.0
190,TUNGURAHUA,AMBATO,ATAHUALPA / CHIPZALATA,-78.6028680586174,-1.20477635954408,9.47,14231.0,64.0,0.45,2,0.2112,1.41,0,0,0,0,0.0
210,TUNGURAHUA,AMBATO,AUGUSTO N MARTINEZ,-78.62738904196239,-1.1655933374300835,30.74,8474.0,20.0,0.24,2,0.0651,2.36,0,0,0,0,0.0
635,TUNGURAHUA,AMBATO,CONSTANTINO FERNANDEZ,-78.6411779048825,-1.1853940213128242,19.65,3931.0,10.0,0.25,0,0.0,0.0,0,0,0,0,0.0
1625,TUNGURAHUA,AMBATO,HUACHI GRANDE,-78.64020860182858,-1.3089315096009435,14.15,15782.0,62.0,0.39,3,0.212,1.9,0,0,0,0,0.0
1745,TUNGURAHUA,AMBATO,IZAMBA,-78.57286752177596,-1.217904799081709,29.45,22218.0,116.0,0.52,4,0.1358,1.8,0,0,0,0,0.0
1860,TUNGURAHUA,AMBATO,JUAN BENIGNO VELA,-78.72007459020874,-1.332317460882081,36.33,7523.0,20.0,0.27,1,0.0275,1.33,0,0,0,0,0.0
2435,TUNGURAHUA,AMBATO,MONTALVO,-78.62312095276462,-1.3249217599240688,10.45,6193.0,5.0,0.08,0,0.0,0.0,0,0,0,0,0.0
2775,TUNGURAHUA,AMBATO,PASA,-78.73776807046967,-1.2422722284375407,48.13,4238.0,8.0,0.19,1,0.0208,2.36,0,0,0,0,0.0
2830,TUNGURAHUA,AMBATO,PICAYHUA,-78.57815488637793,-1.2768972164945904,15.97,,,,0,0.0,,0,0,0,0,0.0
2860,TUNGURAHUA,AMBATO,PILAHUIN,-78.83639147979817,-1.3462408886982609,425.97,,,,0,0.0,,0,0,0,0,0.0
3120,TUNGURAHUA,AMBATO,QUISAPINCHA,-78.71637058842092,-1.1925496336613943,122.15,10777.0,8.0,0.07,1,0.0082,0.93,0,0,0,0,0.0
3355,TUNGURAHUA,AMBATO,SAN BARTOLOME,-78.65232416334166,-1.2073008840459845,11.07,10240.0,75.0,0.73,8,0.7227,7.81,0,0,0,0,0.0
3380,TUNGURAHUA,AMBATO,SAN FERNANDO,-78.80004743870475,-1.2228556329262257,106.05,10240.0,75.0,0.73,8,0.0754,7.81,0,0,0,0,0.0
3730,TUNGURAHUA,AMBATO,SANTA ROSA,-78.6811641874016,-1.3090182106706971,39.73,28210.0,58.0,0.21,3,0.0755,1.06,0,0,0,0,0.0
4065,TUNGURAHUA,AMBATO,TOTORAS,-78.60581745778816,-1.3072252921770762,7.66,9674.0,14.0,0.14,1,0.1305,1.03,0,0,0,0,0.0
800,TUNGURAHUA,AMBATO,CUNCHIBAMBA,-78.59260771137545,-1.1318134198474663,20.11,5546.0,8.0,0.14,1,0.0497,1.8,0,0,0,0,0.0
810,TUNGURAHUA,AMBATO,UNAMUNCHO,-78.58894879755486,-1.1661670608409929,15.44,6141.0,4.0,0.07,0,0.0,0.0,0,0,0,0,0.0
2270,TUNGURAHUA,BAÑOS,LLIGUA,-78.44781632757281,-1.3821931423418083,8.86,343.0,2.0,0.58,0,0.0,0.0,0,0,0,0,0.0
3190,TUNGURAHUA,BAÑOS,RIO NEGRO,-78.2154627699378,-1.3019277331479775,629.74,1337.0,14.0,1.05,3,0.0048,22.44,0,0,0,0,0.0
3200,TUNGURAHUA,BAÑOS,RIO VERDE,-78.31990004684542,-1.3724274780679442,250.25,1337.0,14.0,1.05,3,0.012,22.44,0,0,0,0,0.0
4135,TUNGURAHUA,BAÑOS,ULBA,-78.37617534646107,-1.38340857348975,95.45,2833.0,1.0,0.04,1,0.0105,3.53,0,0,0,0,0.0
4555,TUNGURAHUA,MOCHA,PINGUILI,-78.62500777399407,-1.392103703982048,5.9,1440.0,0.0,0.0,1,0.1695,6.94,0,0,0,0,0.0
4110,TUNGURAHUA,PATATE,EL TRIUNFO,-78.3865369944115,-1.2633988958576037,140.47,1360.0,0.0,0.0,1,0.0071,7.35,0,0,0,0,0.0
2210,TUNGURAHUA,PATATE,LOS ANDES,-78.48921236655849,-1.2435197387750716,16.31,1385.0,0.0,0.0,1,0.0613,7.22,0,0,0,0,0.0
3885,TUNGURAHUA,PATATE,SUCRE,-78.45444762086498,-1.2521756224079164,56.47,2391.0,2.0,0.08,1,0.0177,4.18,0,0,0,0,0.0
4550,TUNGURAHUA,QUERO,RUMIPAMBA,-78.63410635053555,-1.4534171667107365,35.26,3007.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
4310,TUNGURAHUA,QUERO,YANAYACU MOCHAPATA,-78.67493172385197,-1.466618281220934,39.46,1646.0,1.0,0.06,1,0.0253,6.08,0,0,0,0,0.0
335,TUNGURAHUA,PELILEO,BENITEZ / PACHANLICA,-78.58384493482608,-1.340973074295542,5.17,,,,0,0.0,,0,0,0,0,0.0
365,TUNGURAHUA,PELILEO,BOLIVAR,-78.55093541053752,-1.3854743353126755,10.79,,,,0,0.0,,0,0,0,0,0.0
675,TUNGURAHUA,PELILEO,COTALO,-78.50541920074036,-1.4377139789211524,44.63,,,,0,0.0,,0,0,0,0,0.0
900,TUNGURAHUA,PELILEO,CHIQUICHA,-78.5369435988507,-1.2549060349340784,15.99,,,,0,0.0,,0,0,0,0,0.0
1185,TUNGURAHUA,PELILEO,EL ROSARIO / RUMICHACA,-78.55610393305038,-1.2832481739485289,11.62,,,,0,0.0,,0,0,0,0,0.0
1320,TUNGURAHUA,PELILEO,GARCIA MORENO,-78.54067939050015,-1.303186000164637,15.67,,,,0,0.0,,0,0,0,0,0.0
1630,TUNGURAHUA,PELILEO,HUAMBALO,-78.52785524283361,-1.3978767849140052,25.64,,,,0,0.0,,0,0,0,0,0.0
3905,TUNGURAHUA,PELILEO,SALASACA,-78.57543072727937,-1.3167573202972955,12.5,,,,0,0.0,,0,0,0,0,0.0
295,TUNGURAHUA,PILLARO,BAQUERIZO MORENO,-78.4578649156485,-1.2065228953432483,26.52,,,,0,0.0,,0,0,0,0,0.0
1210,TUNGURAHUA,PILLARO,EMILIO MARIA TERAN,-78.49861611360504,-1.2127393193031475,16.76,,,,0,0.0,,0,0,0,0,0.0
2375,TUNGURAHUA,PILLARO,MARCOS ESPINEL,-78.41181463198019,-1.1564685249432485,126.31,,,,0,0.0,,0,0,0,0,0.0
2945,TUNGURAHUA,PILLARO,PRESIDENTE URBINA,-78.55655091978144,-1.1462841281518212,12.58,,,,0,0.0,,0,0,0,0,0.0
3300,TUNGURAHUA,PILLARO,SAN ANDRES,-78.53588305041927,-1.0972717974418154,53.16,,,,0,0.0,,0,0,0,0,0.0
3485,TUNGURAHUA,PILLARO,SAN JOSE DE POALO,-78.40535560324864,-1.0712423445313726,163.32,,,,0,0.0,,0,0,0,0,0.0
3585,TUNGURAHUA,PILLARO,SAN MIGUELITO,-78.52049599070858,-1.2008765114804152,22.04,,,,0,0.0,,0,0,0,0,0.0
