codigo_dpa,nombre_provincia,nombre_canton,nombre_parroquia,centroide_lon,centroide_lat,area_km2,poblacion_total,poblacion_afro,pct_poblacion_afro,num_establecimientos,densidad_establecimientos_km2,establecimientos_por_10k_hab,num_infraestructura_petrolera,num_pozos,num_sitios_contaminados,tiene_petroleo,densidad_petroleo_km2
2715,EL ORO,ARENILLAS,PALMALES,-80.10722937922593,-3.7002544995153377,211.1,3385.0,8.0,0.24,3,0.0142,8.86,0,0,0,0,0.0
1695,EL ORO,ARENILLAS,CARCABON,-80.16165526404386,-3.6310146919231623,77.7,883.0,4.0,0.45,1,0.0129,11.33,0,0,0,0,0.0
4650,EL ORO,ARENILLAS,LA CUCA,-80.06905630527297,-3.4655912017264696,140.65,2253.0,5.0,0.22,0,0.0,0.0,0,0,0,0,0.0
225,EL ORO,ATAHUALPA,AYAPAMBA,-79.7297143116001,-3.580320226305101,100.32,1413.0,7.0,0.5,1,0.01,7.08,0,0,0,0,0.0
4480,EL ORO,ATAHUALPA,CORDONCILLO,-79.62915352300251,-3.5540277097121464,30.53,985.0,0.0,0.0,1,0.0328,10.15,0,0,0,0,0.0
4535,EL ORO,ATAHUALPA,MILAGRO,-79.66723852382094,-3.6234604838795454,2.82,435.0,0.0,0.0,1,0.3546,22.99,0,0,0,0,0.0
4530,EL ORO,ATAHUALPA,SAN JOSE,-79.65613725556562,-3.628884819775251,2.44,468.0,0.0,0.0,2,0.8197,42.74,0,0,0,0,0.0
375,EL ORO,ATAHUALPA,SAN JUAN DE CERRO AZUL,-79.76538982180014,-3.51722654346117,96.22,468.0,0.0,0.0,2,0.0208,42.74,0,0,0,0,0.0
1975,EL ORO,BALSAS,BELLAMARIA,-79.85631310109245,-3.759355872590478,12.78,1586.0,6.0,0.38,0,0.0,0.0,0,0,0,0,0.0
300,EL ORO,EL GUABO,BARBONES,-79.87614900596202,-3.167583695841442,68.55,7364.0,87.0,1.18,1,0.0146,1.36,0,0,0,0,0.0
245,EL ORO,EL GUABO,LA IBERIA,-79.87652309687482,-3.243455553200302,13.85,4433.0,38.0,0.86,1,0.0722,2.26,0,0,0,0,0.0
4000,EL ORO,EL GUABO,TENDALES,-79.8390092351424,-3.1052331350954394,106.36,5388.0,309.0,5.73,2,0.0188,3.71,0,0,0,0,0.0
2050,EL ORO,EL GUABO,RIO BONITO,-79.71560315483326,-3.129929165857704,155.37,6884.0,91.0,1.32,3,0.0193,4.36,0,0,0,0,0.0
160,EL ORO,MARCABELI,EL INGENIO,-79.94579637625851,-3.728515774299672,18.63,256.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
390,EL ORO,PASAJE,BUENAVISTA,-79.83429452351862,-3.3696834046015405,41.27,7744.0,64.0,0.83,2,0.0485,2.58,0,0,0,0,0.0
4495,EL ORO,PASAJE,CASACAY,-79.71041981825579,-3.348933838229394,61.14,2887.0,18.0,0.62,1,0.0164,3.46,0,0,0,0,0.0
2075,EL ORO,PASAJE,LA PEAÑA,-79.85087195584985,-3.311639713746111,16.23,4025.0,12.0,0.3,2,0.1232,4.97,0,0,0,0,0.0
1225,EL ORO,PASAJE,PROGRESO,-79.68769118941108,-3.2649385194860314,148.95,4906.0,22.0,0.45,3,0.0201,6.11,0,0,0,0,0.0
4160,EL ORO,PASAJE,UZHCURRUMI,-79.59838239506189,-3.3515386979958817,30.23,904.0,6.0,0.66,1,0.0331,11.06,0,0,0,0,0.0
775,EL ORO,PASAJE,CAÑAQUEMADA,-79.80959844358621,-3.284893637960139,27.13,2165.0,42.0,1.94,1,0.0369,4.62,0,0,0,0,0.0
505,EL ORO,PIÑAS,CAPIRO,-79.75705157379163,-3.790511732031416,145.07,1820.0,1.0,0.05,2,0.0138,10.99,0,0,0,0,0.0
2230,EL ORO,PIÑAS,LA BOCANA,-79.90139106091424,-3.70185544284932,60.45,1357.0,0.0,0.0,1,0.0165,7.37,0,0,0,0,0.0
2465,EL ORO,PIÑAS,MOROMORO,-79.76396063050719,-3.6700096704238785,84.25,1264.0,12.0,0.95,3,0.0356,23.73,0,0,0,0,0.0
2850,EL ORO,PIÑAS,PIEDRAS,-79.91310113655295,-3.631570988426717,40.34,517.0,0.0,0.0,2,0.0496,38.68,0,0,0,0,0.0
3650,EL ORO,PIÑAS,SAN ROQUE,-79.67935779524622,-3.737852647342078,47.6,1194.0,5.0,0.42,3,0.063,25.13,0,0,0,0,0.0
1385,EL ORO,PIÑAS,SARACAY,-79.83695159598533,-3.6675055555053273,117.15,2775.0,0.0,0.0,1,0.0085,3.6,0,0,0,0,0.0
740,EL ORO,PORTOVELO,CURTINCAPAC,-79.54535114646077,-3.7326908996436607,17.34,,,,0,0.0,,0,0,0,0,0.0
4520,EL ORO,PORTOVELO,MORALES,-79.45463120357623,-3.702551254032158,77.89,692.0,3.0,0.43,2,0.0257,28.9,0,0,0,0,0.0
3275,EL ORO,PORTOVELO,SALATI,-79.49544739889707,-3.765168589489842,152.43,937.0,3.0,0.32,1,0.0066,10.67,0,0,0,0,0.0
325,EL ORO,SANTA ROSA,BELLAVISTA,-79.96587791960017,-3.509518350585159,52.21,5047.0,51.0,1.01,1,0.0192,1.98,0,0,0,0,0.0
1815,EL ORO,SANTA ROSA,JAMBELI,-80.15707840021496,-3.3685804668105264,299.15,1246.0,14.0,1.12,2,0.0067,16.05,0,0,0,0,0.0
2005,EL ORO,SANTA ROSA,LA AVANZADA,-79.94663672422708,-3.566112327011606,65.93,2435.0,25.0,1.03,2,0.0303,8.21,0,0,0,0,0.0
3330,EL ORO,SANTA ROSA,SAN ANTONIO,-80.00527976008723,-3.5461771763860495,22.55,1446.0,15.0,1.04,2,0.0887,13.83,0,0,0,0,0.0
4525,EL ORO,SANTA ROSA,TORATA,-79.850815688629,-3.5858102619588577,66.46,2174.0,6.0,0.28,1,0.015,4.6,0,0,0,0,0.0
4215,EL ORO,SANTA ROSA,VICTORIA,-79.83466591161657,-3.4232534678043622,113.23,3726.0,54.0,1.45,2,0.0177,5.37,0,0,0,0,0.0
1665,EL ORO,SANTA ROSA,BELLAMARIA,-79.8582276172158,-3.5164674845754456,107.68,2732.0,14.0,0.51,2,0.0186,7.32,0,0,0,0,0.0
5,EL ORO,ZARUMA,ABANIN,-79.51783123729815,-3.342430787666819,75.57,1333.0,4.0,0.3,2,0.0265,15.0,0,0,0,0,0.0
4445,EL ORO,ZARUMA,ARCAPAMBA,-79.60723102804542,-3.631073212764012,14.31,970.0,0.0,0.0,1,0.0699,10.31,0,0,0,0,0.0
1420,EL ORO,ZARUMA,GUANAZAN,-79.50114962679199,-3.4513302181952668,180.51,2195.0,2.0,0.09,2,0.0111,9.11,0,0,0,0,0.0
1425,EL ORO,ZARUMA,GUIZHAGUIÑA,-79.47077819658448,-3.6556918820195423,156.77,1832.0,1.0,0.05,1,0.0064,5.46,0,0,0,0,0.0
1655,EL ORO,ZARUMA,HUERTAS,-79.60432552782494,-3.582356312463738,47.41,2310.0,14.0,0.61,1,0.0211,4.33,0,0,0,0,0.0
2350,EL ORO,ZARUMA,MALVAS,-79.62989236713554,-3.6681981862242337,10.26,963.0,2.0,0.21,1,0.0975,10.38,0,0,0,0,0.0
4450,EL ORO,ZARUMA,MULUNCAY GRANDE,-79.63434671801221,-3.639320059522732,7.39,817.0,3.0,0.37,1,0.1353,12.24,0,0,0,0,0.0
1700,EL ORO,ZARUMA,SINSAO,-79.57716351310361,-3.6218272266768454,45.25,1594.0,0.0,0.0,1,0.0221,6.27,0,0,0,0,0.0
1750,EL ORO,ZARUMA,SALVIAS,-79.52266548602957,-3.592598272382008,97.28,768.0,0.0,0.0,2,0.0206,26.04,0,0,0,0,0.0
1100,EL ORO,LAS LAJAS,LA LIBERTAD,-80.10959144768104,-3.850615247899804,83.22,871.0,0.0,0.0,1,0.012,11.48,0,0,0,0,0.0
1080,EL ORO,LAS LAJAS,EL PARAISO,-80.02188359972159,-3.8005367385183177,78.42,880.0,1.0,0.11,2,0.0255,22.73,0,0,0,0,0.0
1075,EL ORO,LAS LAJAS,SAN ISIDRO,-79.99485072694826,-3.736689198801774,28.81,700.0,0.0,0.0,1,0.0347,14.29,0,0,0,0,0.0
1870,GUAYAS,GUAYAQUIL,JUAN GOMEZ RENDON,-80.33596091863485,-2.410249091206318,307.94,13483.0,83.0,0.62,3,0.0097,2.23,3,3,0,1,0.0097
2470,GUAYAS,GUAYAQUIL,MORRO,-80.3056478911344,-2.563164811944067,323.52,6502.0,63.0,0.97,3,0.0093,4.61,1,1,0,1,0.0031
2940,GUAYAS,GUAYAQUIL,POSORJA,-80.2849484611712,-2.691133222353519,73.63,33709.0,928.0,2.75,2,0.0272,0.59,1,1,0,1,0.0136
3030,GUAYAS,GUAYAQUIL,PUNA,-80.00518862319083,-2.6603900832844003,1876.19,15275.0,121.0,0.79,4,0.0021,2.62,3,3,0,1,0.0016
4120,GUAYAS,GUAYAQUIL,TENGUEL,-79.79524174040526,-3.007963861213935,141.06,12042.0,32.0,0.27,4,0.0284,3.32,0,0,0,0,0.0
1435,GUAYAS,COLIMES,SAN JACINTO,-80.1406160251975,-1.6107225108085483,213.24,5912.0,14.0,0.24,1,0.0047,1.69,0,0,0,0,0.0
1855,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE,-79.87947112500466,-1.889444993138904,74.7,9380.0,15.0,0.16,1,0.0134,1.07,0,0,0,0,0.0
4500,GUAYAS,DAULE,EL LAUREL,-79.91656314521511,-1.8120143874527717,37.23,10558.0,41.0,0.39,2,0.0537,1.89,0,0,0,0,0.0
260,GUAYAS,DAULE,LIMONAL,-80.01186876697749,-1.806566594384703,48.5,9414.0,47.0,0.5,1,0.0206,1.06,0,0,0,0,0.0
2105,GUAYAS,DAULE,LAS LOJAS,-79.90802425866814,-1.9639578252373855,121.73,,,,0,0.0,,0,0,0,0,0.0
1470,GUAYAS,EL EMPALME,GUAYAS / PUERTO NUEVO,-79.62850509198702,-0.9394173849185016,363.73,18735.0,61.0,0.33,2,0.0055,1.07,0,0,0,0,0.0
1640,GUAYAS,EL EMPALME,EL ROSARIO,-79.77862259377657,-1.052777855848799,137.39,10081.0,27.0,0.27,3,0.0218,2.98,1,1,0,1,0.0073
920,GUAYAS,MILAGRO,CHOBO,-79.63518293289377,-2.1401291927728363,39.17,3761.0,4.0,0.11,0,0.0,0.0,0,0,0,0,0.0
2390,GUAYAS,MILAGRO,MARISCAL SUCRE / HUAQUES,-79.50799750118834,-2.082309409872588,54.99,6072.0,18.0,0.3,2,0.0364,3.29,0,0,0,0,0.0
3235,GUAYAS,MILAGRO,ROBERTO ASTUDILLO,-79.5131959071388,-2.171504350812804,81.47,12703.0,67.0,0.53,3,0.0368,2.36,0,0,0,0,0.0
1830,GUAYAS,NARANJAL,JESUS MARIA,-79.52022178753333,-2.590184382679298,107.27,6622.0,132.0,1.99,3,0.028,4.53,0,0,0,0,0.0
3370,GUAYAS,NARANJAL,SAN CARLOS,-79.46806797257686,-2.537495188604795,103.9,9404.0,177.0,1.88,1,0.0096,1.06,0,0,0,0,0.0
3740,GUAYAS,NARANJAL,SANTA ROSA DE FLANDES,-79.69325584068253,-2.633504289223096,131.5,6196.0,67.0,1.08,2,0.0152,3.23,0,0,0,0,0.0
3990,GUAYAS,NARANJAL,TAURA,-79.64043439968128,-2.4408372377923437,757.43,9467.0,62.0,0.65,2,0.0026,2.11,0,0,0,0,0.0
185,GUAYAS,PEDRO CARBO,VALLE DE LA VIRGEN,-80.19107738035606,-1.7268351577017775,100.09,5751.0,16.0,0.28,3,0.03,5.22,0,0,0,0,0.0
1670,GUAYAS,PEDRO CARBO,SABANILLA,-80.26401958100436,-1.9303191313770451,319.75,8021.0,62.0,0.77,2,0.0063,2.49,0,0,0,0,0.0
3975,GUAYAS,SAMBORONDON,TARIFA,-79.79926970818697,-1.9731712790296876,93.34,16686.0,67.0,0.4,3,0.0321,1.8,0,0,0,0,0.0
1350,GUAYAS,SALITRE,GRAL. VERNAZA,-79.78104289885148,-1.7697321627906213,85.13,,,,0,0.0,,0,0,0,0,0.0
4220,GUAYAS,SALITRE,VICTORIA,-79.72584058094252,-1.887134896334304,81.39,7309.0,6.0,0.08,2,0.0246,2.74,0,0,0,0,0.0
1595,GUAYAS,SALITRE,JUNQUILLAL,-79.86013619584948,-1.7317153800110858,94.39,12680.0,1.0,0.01,3,0.0318,2.37,0,0,0,0,0.0
1340,GUAYAS,YAGUACHI,GRAL. PEDRO MONTERO,-79.59064854320967,-2.271962623090608,93.97,,,,0,0.0,,0,0,0,0,0.0
4275,GUAYAS,YAGUACHI,YAGUACHI VIEJO / CONE,-79.66997884138655,-2.1887855220449106,107.53,,,,0,0.0,,0,0,0,0,0.0
1915,GUAYAS,YAGUACHI,VIRGEN DE FATIMA,-79.67058406660351,-2.265249470421873,51.74,,,,0,0.0,,0,0,0,0,0.0
660,GUAYAS,SIMON BOLIVAR,CRNEL. LORENZO GARAICOA,-79.374370553138,-2.067971094410849,158.1,,,,5,0.0316,,0,0,0,0,0.0
4475,LOJA,LOJA,CHANTACO,-79.322428372334,-3.8743874041486137,23.93,,,,1,0.0418,,0,0,0,0,0.0
975,LOJA,LOJA,CHUQUIRIBAMBA,-79.35624979698717,-3.84196948598885,71.94,,,,1,0.0139,,0,0,0,0,0.0
1135,LOJA,LOJA,EL CISNE,-79.45174205564487,-3.8388517693851494,108.63,,,,1,0.0092,,0,0,0,0,0.0
1405,LOJA,LOJA,GUALEL,-79.37341074827063,-3.753248302635388,99.93,,,,2,0.02,,0,0,0,0,0.0
1840,LOJA,LOJA,JIMBILLA,-79.17575233999736,-3.8664247781812344,102.25,,,,1,0.0098,,0,0,0,0,0.0
2325,LOJA,LOJA,MALACATOS / VALLADOLID,-79.23635848257751,-4.18831003286547,206.01,,,,2,0.0097,,0,0,0,0,0.0
3555,LOJA,LOJA,SAN LUCAS,-79.2418028968044,-3.7486393590726874,157.38,,,,24,0.1525,,0,0,0,0,0.0
4540,LOJA,LOJA,SAN PEDRO DE VILCABAMBA,-79.1753998572557,-4.225935635068353,67.08,,,,24,0.3578,,0,0,0,0,0.0
3770,LOJA,LOJA,SANTIAGO,-79.28801969057525,-3.7967755656169473,101.91,,,,2,0.0196,,0,0,0,0,0.0
3970,LOJA,LOJA,TAQUIL / MIGUEL RIOFRIO,-79.29188009077114,-3.920319123493141,91.97,,,,2,0.0217,,0,0,0,0,0.0
4235,LOJA,LOJA,VILCABAMBA / VICTORIA,-79.22801123126246,-4.279630091147128,159.77,,,,2,0.0125,,0,0,0,0,0.0
4280,LOJA,LOJA,YANGANA / ARSENIO CASTILLO,-79.18233380239559,-4.390863443315341,267.6,,,,2,0.0075,,0,0,0,0,0.0
1780,LOJA,LOJA,QUINARA,-79.27323344148641,-4.388929895416394,148.06,,,,1,0.0068,,0,0,0,0,0.0
590,LOJA,CALVAS,COLAIZACA,-79.6917649621239,-4.252597251752124,192.72,,,,0,0.0,,0,0,0,0,0.0
1230,LOJA,CALVAS,EL LUCERO,-79.481336812459,-4.379879289022892,93.45,2658.0,0.0,0.0,2,0.0214,7.52,0,0,0,0,0.0
4150,LOJA,CALVAS,UTUANA,-79.67540291461314,-4.375226068972797,116.9,1016.0,0.0,0.0,1,0.0086,9.84,0,0,0,0,0.0
1550,LOJA,CALVAS,SANGUILLIN,-79.53212590303539,-4.4682284846516245,98.62,1387.0,0.0,0.0,2,0.0203,14.42,0,0,0,0,0.0
1200,LOJA,CATAMAYO,EL TAMBO,-79.29464248894628,-4.087606091125623,202.76,4439.0,17.0,0.38,2,0.0099,4.51,0,0,0,0,0.0
1480,LOJA,CATAMAYO,GUAYQUICHUMA,-79.5223331902705,-3.8608626786810367,105.84,293.0,0.0,0.0,1,0.0094,34.13,0,0,0,0,0.0
3610,LOJA,CATAMAYO,SAN PEDRO DE LA BENDITA,-79.449311626592,-3.964295368120722,146.63,1924.0,7.0,0.36,2,0.0136,10.4,0,0,0,0,0.0
4455,LOJA,CATAMAYO,ZAMBI,-79.5093610598625,-3.9421168955223314,49.04,457.0,3.0,0.66,1,0.0204,21.88,0,0,0,0,0.0
695,LOJA,CELICA,CRUZPAMBA/BUSTAMANTE,-80.02097939208402,-4.172593347537734,26.84,1165.0,0.0,0.0,2,0.0745,17.17,0,0,0,0,0.0
3535,LOJA,CELICA,SAN JUAN DE POZUL,-80.05261897075097,-4.126128495517772,82.02,,,,0,0.0,,0,0,0,0,0.0
3255,LOJA,CELICA,SABANILLA,-80.14659389076516,-4.213795124698885,139.38,2552.0,5.0,0.2,1,0.0072,3.92,0,0,0,0,0.0
1495,LOJA,CELICA,TNTE M. RODRIGUEZ LOAYZA,-80.06105631643887,-4.200824778823837,34.91,,,,1,0.0286,,0,0,0,0,0.0
385,LOJA,CHAGUARPAMBA,BUENAVISTA,-79.71545714577586,-3.897907852448401,44.37,1193.0,1.0,0.08,2,0.0451,16.76,0,0,0,0,0.0
1180,LOJA,CHAGUARPAMBA,EL ROSARIO,-79.63659021282743,-3.801666941455879,91.66,382.0,0.0,0.0,1,0.0109,26.18,0,0,0,0,0.0
3755,LOJA,CHAGUARPAMBA,SANTA RUFINA,-79.76309285051761,-3.868748177917272,54.35,1211.0,0.0,0.0,1,0.0184,8.26,0,0,0,0,0.0
1450,LOJA,CHAGUARPAMBA,AMARILLOS,-79.68775348296487,-3.8836657015983898,21.63,605.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
320,LOJA,ESPINDOLA,BELLAVISTA,-79.46192008750695,-4.52322354042269,77.09,2163.0,0.0,0.0,1,0.013,4.62,0,0,0,0,0.0
1845,LOJA,ESPINDOLA,JIMBURA,-79.44373285145541,-4.654484527402167,97.09,2050.0,7.0,0.34,2,0.0206,9.76,0,0,0,0,0.0
3765,LOJA,ESPINDOLA,SANTA TERESITA,-79.37760559791725,-4.53232580015493,77.02,1450.0,0.0,0.0,1,0.013,6.9,0,0,0,0,0.0
4460,LOJA,ESPINDOLA,27 DE ABRIL / LA NARANJA,-79.4507682291086,-4.450166823947824,41.32,1865.0,0.0,0.0,2,0.0484,10.72,0,0,0,0,0.0
790,LOJA,ESPINDOLA,EL INGENIO,-79.37532459159118,-4.443943164427963,72.65,1647.0,0.0,0.0,2,0.0275,12.14,0,0,0,0,0.0
1645,LOJA,ESPINDOLA,EL AIRO,-79.37541696875572,-4.47864012494542,28.05,802.0,0.0,0.0,2,0.0713,24.94,0,0,0,0,0.0
825,LOJA,GONZANAMA,CHANGAIMNA / LA LIBERTAD,-79.53305831719435,-4.224116264671223,103.97,,,,0,0.0,,0,0,0,0,0.0
2520,LOJA,GONZANAMA,NAMBACOLA,-79.4333086291843,-4.097345922323232,297.52,4257.0,36.0,0.85,3,0.0101,7.05,0,0,0,0,0.0
3045,LOJA,GONZANAMA,PURUNUMA / EGUIGUREN,-79.36256010755861,-4.218288198331153,97.15,986.0,0.0,0.0,1,0.0103,10.14,0,0,0,0,0.0
3270,LOJA,GONZANAMA,SACAPALCA,-79.53057596413501,-4.148268825321086,111.08,1719.0,0.0,0.0,1,0.009,5.82,0,0,0,0,0.0
2085,LOJA,MACARA,LA RAMA,-79.9002457545654,-4.251727405603649,89.68,,,,0,0.0,,0,0,0,0,0.0
2145,LOJA,MACARA,LA VICTORIA,-79.7969743482379,-4.452811248677653,68.88,1361.0,6.0,0.44,1,0.0145,7.35,0,0,0,0,0.0
3265,LOJA,MACARA,SABIANGO,-79.82592712829043,-4.361188055134722,45.06,634.0,1.0,0.16,1,0.0222,15.77,0,0,0,0,0.0
485,LOJA,PALTAS,CANGONAMA,-79.72028972057326,-3.951692987733299,47.96,991.0,4.0,0.4,1,0.0209,10.09,0,0,0,0,0.0
1380,LOJA,PALTAS,GUACHANAMA,-79.86248589778167,-4.039856405643529,279.37,2406.0,0.0,0.0,4,0.0143,16.63,0,0,0,0,0.0
2140,LOJA,PALTAS,LAURO GUERRERO,-79.78912548963571,-3.941076270068448,98.05,1680.0,0.0,0.0,1,0.0102,5.95,0,0,0,0,0.0
2630,LOJA,PALTAS,ORIANGA,-79.89223638747322,-3.8745399082781975,180.24,1586.0,0.0,0.0,1,0.0055,6.31,0,0,0,0,0.0
545,LOJA,PALTAS,SAN ANTONIO,-79.65770031407085,-3.9849102070775304,35.03,1077.0,3.0,0.28,1,0.0285,9.29,0,0,0,0,0.0
995,LOJA,PALTAS,CASANGA,-79.75835439925952,-4.020335416517335,52.37,1735.0,0.0,0.0,1,0.0191,5.76,0,0,0,0,0.0
1000,LOJA,PALTAS,YAMANA,-79.6945905552808,-4.003347227163187,22.03,1237.0,0.0,0.0,1,0.0454,8.08,0,0,0,0,0.0
565,LOJA,PUYANGO,CIANO,-79.98824550447608,-3.912829686599067,79.94,1335.0,3.0,0.22,2,0.025,14.98,0,0,0,0,0.0
270,LOJA,PUYANGO,EL ARENAL,-79.98093671456778,-3.9763000249095137,27.72,1157.0,2.0,0.17,1,0.0361,8.64,0,0,0,0,0.0
1155,LOJA,PUYANGO,EL LIMO / MARIANA DE JESUS,-80.19162349991487,-3.9966793981857047,203.76,2423.0,4.0,0.17,2,0.0098,8.25,0,0,0,0,0.0
2405,LOJA,PUYANGO,MERCADILLO,-79.94155140940296,-4.016978854321525,28.08,1308.0,3.0,0.23,1,0.0356,7.65,0,0,0,0,0.0
4210,LOJA,PUYANGO,VICENTINO,-79.92279221889531,-3.974756359827297,56.3,1047.0,0.0,0.0,2,0.0355,19.1,0,0,0,0,0.0
1165,LOJA,SARAGURO,EL PARAISO DE CELEN,-79.34696712494382,-3.5997429503528964,54.97,2244.0,0.0,0.0,2,0.0364,8.91,0,0,0,0,0.0
1190,LOJA,SARAGURO,EL TABLON,-79.18131336129599,-3.51313677617143,96.7,972.0,1.0,0.1,1,0.0103,10.29,0,0,0,0,0.0
2280,LOJA,SARAGURO,LLUZHAPA,-79.3250696846948,-3.4930375737834516,73.29,1558.0,0.0,0.0,1,0.0136,6.42,0,0,0,0,0.0
2360,LOJA,SARAGURO,MANU,-79.42608446865722,-3.527876665996841,181.28,2142.0,0.0,0.0,2,0.011,9.34,0,0,0,0,0.0
3340,LOJA,SARAGURO,SAN ANTONIO DE CUMBE,-79.2281530485159,-3.530642139236526,77.7,3290.0,0.0,0.0,9,0.1158,27.36,0,0,0,0,0.0
3600,LOJA,SARAGURO,SAN PABLO DE TENTA,-79.3016963736319,-3.622825762006888,155.03,3290.0,0.0,0.0,9,0.0581,27.36,0,0,0,0,0.0
3665,LOJA,SARAGURO,SAN SEBASTIAN DE YULOG,-79.41824190554514,-3.3867093687663794,114.76,3290.0,0.0,0.0,9,0.0784,27.36,0,0,0,0,0.0
3815,LOJA,SARAGURO,SELVA ALEGRE,-79.34890344808181,-3.555804290595565,45.09,1553.0,5.0,0.32,3,0.0665,19.32,0,0,0,0,0.0
4145,LOJA,SARAGURO,URDANETA / PAQUISHAPA,-79.16857749752857,-3.6395990869826327,118.71,4091.0,0.0,0.0,4,0.0337,9.78,0,0,0,0,0.0
310,LOJA,SARAGURO,SUMAYPAMBA,-79.34042912124167,-3.41000963468827,91.49,1514.0,0.0,0.0,2,0.0219,13.21,0,0,0,0,0.0
2575,LOJA,SOZORANGA,NUEVA FATIMA,-79.82676547108652,-4.267275975803297,51.53,816.0,0.0,0.0,2,0.0388,24.51,0,0,0,0,0.0
3935,LOJA,SOZORANGA,TACAMOROS,-79.73218757483762,-4.43044311992785,76.51,2483.0,0.0,0.0,3,0.0392,12.08,0,0,0,0,0.0
550,LOJA,ZAPOTILLO,MANGAHURCO,-80.38863727990072,-4.10386321603809,170.46,868.0,3.0,0.35,1,0.0059,11.52,0,0,0,0,0.0
290,LOJA,ZAPOTILLO,GARZAREAL,-80.27352595685201,-4.272812513120093,189.72,1913.0,7.0,0.37,2,0.0105,10.45,0,0,0,0,0.0
280,LOJA,ZAPOTILLO,LIMONES,-80.37682120241361,-4.363805671238793,231.48,1685.0,0.0,0.0,2,0.0086,11.87,0,0,0,0,0.0
2710,LOJA,ZAPOTILLO,PALETILLAS,-80.25366655661297,-4.14397267742478,174.24,2574.0,1.0,0.04,1,0.0057,3.89,0,0,0,0,0.0
2000,LOJA,ZAPOTILLO,BOLASPAMBA,-80.3354218312919,-4.131964037600114,131.3,1207.0,0.0,0.0,2,0.0152,16.57,0,0,0,0,0.0
4605,LOJA,ZAPOTILLO,CAZADEROS,-80.41177684238933,-4.035022539356532,119.72,473.0,0.0,0.0,2,0.0167,42.28,0,0,0,0,0.0
835,LOJA,PINDAL,CHAQUINAL,-80.03837062907608,-4.055889430120276,17.25,995.0,0.0,0.0,2,0.1159,20.1,0,0,0,0,0.0
1035,LOJA,PINDAL,12 DE DICIEMBRE,-80.10756333391772,-4.06148376574424,43.15,2060.0,0.0,0.0,1,0.0232,4.85,0,0,0,0,0.0
4545,LOJA,PINDAL,MILAGROS,-80.17112289739188,-4.096607888526768,92.04,2961.0,6.0,0.2,2,0.0217,6.75,0,0,0,0,0.0
360,LOJA,QUILANGA,FUNDOCHAMBA,-79.36816174035751,-4.33070236951882,36.05,293.0,0.0,0.0,1,0.0277,34.13,0,0,0,0,0.0
3345,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS,-79.36383052643514,-4.388585649595702,107.94,1119.0,2.0,0.18,1,0.0093,8.94,0,0,0,0,0.0
2120,LOJA,OLMEDO,LA TINGUE,-79.56075354109731,-3.936595756650378,51.91,462.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0
520,LOS RIOS,BABAHOYO,CARACOL,-79.44052457969796,-1.6899982467395869,91.54,5226.0,58.0,1.11,2,0.0218,3.83,0,0,0,0,0.0
1265,LOS RIOS,BABAHOYO,FEBRES CORDERO,-79.32364736176925,-1.9749791108392487,343.74,19012.0,140.0,0.74,8,0.0233,4.21,0,0,0,0,0.0
2875,LOS RIOS,BABAHOYO,PIMOCHA,-79.57014134405784,-1.7795726540145158,279.32,28145.0,71.0,0.25,3,0.0107,1.07,0,0,0,0,0.0
1525,LOS RIOS,BABAHOYO,LA UNION,-79.38033049099671,-1.7203912524680538,187.08,14093.0,228.0,1.62,3,0.016,2.13,0,0,0,0,0.0
1460,LOS RIOS,BABA,GUARE,-79.6561986581954,-1.5921204348983715,232.17,13581.0,17.0,0.13,3,0.0129,2.21,0,0,0,0,0.0
1740,LOS RIOS,BABA,ISLA DE BEJUCAL,-79.63490870798397,-1.6882757596599378,111.41,10141.0,32.0,0.32,1,0.009,0.99,0,0,0,0,0.0
4615,LOS RIOS,MONTALVO,LA ESMERALDA,-79.2746679460497,-1.7228411357341065,56.79,2479.0,5.0,0.2,1,0.0176,4.03,0,0,0,0,0.0
3015,LOS RIOS,PUEBLO VIEJO,PUERTO PECHICHE,-79.54064781697792,-1.429526380065755,81.62,,,,0,0.0,,0,0,0,0,0.0
3510,LOS RIOS,PUEBLO VIEJO,SAN JUAN,-79.55560379068353,-1.6413811930274564,102.22,,,,0,0.0,,0,0,0,0,0.0
4425,LOS RIOS,QUEVEDO,SAN CARLOS,-79.42325821922225,-1.114287567583784,83.83,12037.0,92.0,0.76,10,0.1193,8.31,0,0,0,0,0.0
4420,LOS RIOS,QUEVEDO,LA ESPERANZA,-79.40192791682432,-0.9785638387039156,39.4,6868.0,70.0,1.02,1,0.0254,1.46,0,0,0,0,0.0
3175,LOS RIOS,URDANETA,RICAURTE,-79.37491631592152,-1.5649957907599112,334.55,23471.0,24.0,0.1,7,0.0209,2.98,0,0,0,0,0.0
4330,LOS RIOS,VENTANAS,ZAPOTAL,-79.42057793696586,-1.3051611032908377,245.51,18368.0,67.0,0.36,6,0.0244,3.27,0,0,0,0,0.0
4590,LOS RIOS,VENTANAS,CHACARITA,-79.3510577413994,-1.3768359777601218,61.06,3101.0,12.0,0.39,0,0.0,0.0,0,0,0,0,0.0
