codigo_dpa,nombre_provincia,nombre_canton,nombre_parroquia
5670,ESMERALDAS,MUISNE,MUISNE
6380,ESMERALDAS,ATACAMES,ATACAMES
6720,ESMERALDAS,RIO VERDE,RIO VERDE
5210,ESMERALDAS,ESMERALDAS,5 DE AGOSTO
6905,ESMERALDAS,ESMERALDAS,SIMON PLATA TORRES
5600,ESMERALDAS,ESMERALDAS,LUIS TELLO / LAS PALMAS /
5205,ESMERALDAS,ESMERALDAS,BARTOLOME RUIZ
1090,SUCUMBIOS,GONZALO PIZARRO,GONZALO PIZARRO
1170,SUCUMBIOS,SUCUMBIOS,EL PLAYON DE SN. FRANCISCO
2095,SUCUMBIOS,SUCUMBIOS,LA SOFIA
3220,SUCUMBIOS,SUCUMBIOS,ROSA FLORIDA
3690,SUCUMBIOS,SUCUMBIOS,SANTA BARBARA
760,SUCUMBIOS,CUYABENO,CUYABENO
6500,SUCUMBIOS,PUTUMAYO,EL CARMEN DE PUTUMAYO
6140,SUCUMBIOS,SHUSHUFINDI,SHUSHUFINDI CENTRAL
5525,SUCUMBIOS,SUCUMBIOS,LA BONITA
5315,CHIMBORAZO,GUANO,EL ROSARIO
6220,CHIMBORAZO,RIOBAMBA,VELASCO
5630,CHIMBORAZO,RIOBAMBA,MALDONADO
6230,CHIMBORAZO,RIOBAMBA,VELOZ
6290,CHIMBORAZO,RIOBAMBA,YARUQUIES
5590,CHIMBORAZO,RIOBAMBA,LIZARZABURU
7515,GUAYAS,DURAN,DIVINO NIÑO
7455,GUAYAS,DURAN,EL RECREO
5685,CARCHI,MIRA,MIRA
6040,SANTA ELENA,SANTA ELENA,SANTA ELENA
